LAMMPS (3 Nov 2022)
units 		real
atom_style      charge

lattice 	bcc 2.87
Lattice spacing in x,y,z = 2.87 2.87 2.87
region		bulto block -5 5 -5 5 -5 5
create_box      1 bulto
Created orthogonal box = (-14.35 -14.35 -14.35) to (14.35 14.35 14.35)
  2 by 4 by 4 MPI processor grid
create_atoms	1 region bulto
Created 2000 atoms
  using lattice units in orthogonal box = (-14.35 -14.35 -14.35) to (14.35 14.35 14.35)
  create_atoms CPU = 0.001 seconds

mass * 55.845
# Choose potential
pair_style      reax/c NULL checkqeq no
pair_coeff      * * CHOFeAlNiCuSCr_v3.ff Fe
WARNING: Changed valency_val to valency_boc for X (../reaxff_ffield.cpp:296)


#JR: Charge minimization
#fix             qeq all qeq/reax 1 0.0 10.0 1.0e-6 reax/c

neighbor   3.5 bin
neigh_modify    every 2 delay 4 check yes page 100000

velocity        all create 300.0 4928459 rot yes dist gaussian

compute         msd all msd

compute         Stress all stress/atom NULL virial
compute         pe all pe/atom
compute         ke all ke/atom



timestep        1
#fix nve      all nve
fix 		npt all nph iso 0 0 1000
#fix          press  all press/berendsen iso 0 0 1000


thermo          100
thermo_style custom step temp pe ke etotal vol press c_msd[4]
dump  mydump all custom 1000 dump.coordenadas id type q x y z vx vy vz c_pe c_ke c_Stress[1] c_Stress[2] c_Stress[3]

fix 		1 all langevin  300 1500 100 29345 zero yes
run 10000

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:

- pair reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 number =  {4--5},
 pages =   {245--259}
}

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 2 steps, delay = 4 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 13.5
  ghost atom cutoff = 13.5
  binsize = 6.75, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair reax/c, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/newtoff/ghost
      stencil: full/ghost/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 71.5 | 71.5 | 71.5 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    245900   2529.3546     -186964.37      15071.512     -171892.86      23446.276     -1384.6332      0.15546603   
    246000   2456.5288     -186216.15      14637.569     -171578.59      23405.315      2386.4862      0.1606126    
Loop time of 169.468 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.020 ns/day, 23.537 hours/ns, 11.802 timesteps/s, 23.603 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 161.09     | 164.91     | 167.95     |  13.9 | 97.31
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.2914     | 4.3306     | 8.163      |  86.2 |  2.56
Output  | 0.0047959  | 0.0048324  | 0.0051649  |   0.1 |  0.00
Modify  | 0.10672    | 0.12204    | 0.14926    |   3.3 |  0.07
Other   |            | 0.0989     |            |       |  0.06

Nlocal:           62.5 ave          69 max          55 min
Histogram: 3 1 3 3 3 5 2 7 2 3
Nghost:        4108.97 ave        4120 max        4100 min
Histogram: 1 1 4 5 7 6 4 2 1 1
Neighs:        53451.2 ave       58800 max       47317 min
Histogram: 3 1 3 3 4 4 2 6 3 3

Total # of neighbors = 1710440
Ave neighs/atom = 855.22
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-9)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2510 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2510 2510 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.83 | 82.98 | 83.12 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    246000   2456.5288     -186216.15      14637.569     -171578.59      23405.315      2386.4862      0.1606126    
    246100   2571.1457     -186516.25      15320.53      -171195.72      23534.931     -4716.2428      0.15265632   
    246200   2528.7934     -187000.81      15068.168     -171932.64      23349.291      4802.4248      0.14821258   
    246300   2491.5834     -186869.25      14846.447     -172022.8       23531.03      -4180.4107      0.14332986   
    246400   2513.4583     -186804.55      14976.792     -171827.76      23381.623      3808.6837      0.15041508   
    246500   2540.4845     -187325.34      15137.831     -172187.51      23506.182     -2863.5333      0.14367315   
    246600   2492.7714     -186827.27      14853.526     -171973.75      23413.688      2791.5338      0.14984834   
    246700   2486.2011     -186694.26      14814.376     -171879.89      23476.041     -1440.368       0.14724994   
    246800   2431.2489     -186377.05      14486.935     -171890.12      23412.633      1394.7185      0.15302262   
    246900   2579.5546     -187227.23      15370.635     -171856.59      23451.584     -206.57858      0.14372586   
    247000   2513.1997     -186307.93      14975.25      -171332.68      23458.677     -933.17696      0.15728827   
    247100   2553.628      -186427.64      15216.148     -171211.49      23441.66       1422.341       0.14934855   
    247200   2443.5715     -186833.67      14560.361     -172273.3       23416.999      1564.883       0.1444677    
    247300   2425.0338     -186752.56      14449.902     -172302.66      23451.078     -1825.3405      0.14619186   
    247400   2426.1903     -186746.59      14456.793     -172289.79      23412.534      1705.801       0.14856643   
    247500   2525.7612     -187258.47      15050.1       -172208.37      23450.761     -894.04073      0.14394985   
    247600   2538.5723     -186828.3       15126.437     -171701.86      23428.346      1204.3033      0.15062501   
    247700   2591.9173     -186339.21      15444.3       -170894.91      23506.564     -610.09387      0.15457661   
    247800   2556.24       -186383.1       15231.712     -171151.39      23454.026      972.31175      0.15850452   
    247900   2521.0018     -186378.52      15021.74      -171356.78      23502.434     -1642.4885      0.15468615   
    248000   2487.3052     -186152.61      14820.955     -171331.65      23400.463      2057.9676      0.15492152   
Loop time of 169.504 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.019 ns/day, 23.542 hours/ns, 11.799 timesteps/s, 23.598 katom-step/s
99.7% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 161.69     | 165.41     | 167.7      |  11.6 | 97.58
Neigh   | 0.040333   | 0.040638   | 0.041367   |   0.1 |  0.02
Comm    | 1.5254     | 3.8285     | 7.5839     |  76.5 |  2.26
Output  | 0.0048024  | 0.0048354  | 0.0051421  |   0.1 |  0.00
Modify  | 0.10825    | 0.12357    | 0.13613    |   2.4 |  0.07
Other   |            | 0.09922    |            |       |  0.06

Nlocal:           62.5 ave          71 max          55 min
Histogram: 3 2 2 6 3 6 5 2 2 1
Nghost:        4108.31 ave        4119 max        4101 min
Histogram: 3 5 2 7 3 4 5 1 1 1
Neighs:        53484.8 ave       60648 max       47085 min
Histogram: 3 1 3 6 5 4 5 2 2 1

Total # of neighbors = 1711512
Ave neighs/atom = 855.756
Neighbor list builds = 2
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-10)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2500 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2500 2500 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.66 | 82.89 | 83.08 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    248000   2487.3052     -186152.61      14820.955     -171331.65      23400.463      2057.9676      0.15492152   
    248100   2475.1274     -186790.01      14748.392     -172041.62      23467.851     -2177.4582      0.15094801   
    248200   2536.5519     -187295.35      15114.398     -172180.95      23404.516      2045.3695      0.14329316   
    248300   2485.2252     -186711.89      14808.56      -171903.33      23444.364      671.1645       0.14789202   
    248400   2439.4858     -186527.39      14536.016     -171991.38      23452.872     -1452.2471      0.15340605   
    248500   2521.9453     -186156.9       15027.362     -171129.54      23441.498      833.92868      0.16152178   
    248600   2537.4428     -186833.62      15119.706     -171713.91      23484.139     -1290.4738      0.14790712   
    248700   2601.4484     -186943.67      15501.092     -171442.58      23463.23       1599.1414      0.14460801   
    248800   2563.9345     -186735.36      15277.561     -171457.79      23452.912      1404.0258      0.14978778   
    248900   2440.0406     -186941.18      14539.322     -172401.85      23425.855      1275.6641      0.14472668   
    249000   2536.0066     -186790.16      15111.149     -171679.02      23514.675     -3424.2277      0.14359741   
    249100   2570.2412     -186803.98      15315.14      -171488.84      23412.612      1553.5645      0.14459387   
    249200   2565.2286     -186409.35      15285.272     -171124.08      23468.91       92.439875      0.15354144   
    249300   2536.1809     -186364.87      15112.187     -171252.69      23473.956     -1092.6471      0.15379695   
    249400   2495.6662     -187059.3       14870.774     -172188.53      23403.825      1610.8431      0.15293204   
    249500   2541.4245     -186570.89      15143.432     -171427.46      23460.281     -892.05786      0.15362303   
    249600   2528.2504     -186886.9       15064.932     -171821.96      23411.625      1866.0786      0.15277677   
    249700   2456.5774     -186925.95      14637.858     -172288.09      23436.02      -188.59193      0.15330189   
    249800   2488.924      -186864.47      14830.6       -172033.87      23413.326      74.729685      0.15395051   
    249900   2432.7784     -186705.56      14496.049     -172209.52      23393.098     -351.85183      0.15599561   
    250000   2489.7536     -186621.23      14835.543     -171785.69      23461.141     -548.44182      0.15721034   
Loop time of 169.631 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.019 ns/day, 23.560 hours/ns, 11.790 timesteps/s, 23.581 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 162.37     | 165.48     | 168.05     |  11.2 | 97.55
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.3726     | 3.9241     | 7.0538     |  72.4 |  2.31
Output  | 0.0047485  | 0.0047873  | 0.0051127  |   0.1 |  0.00
Modify  | 0.098915   | 0.12414    | 0.14883    |   4.2 |  0.07
Other   |            | 0.09932    |            |       |  0.06

Nlocal:           62.5 ave          71 max          56 min
Histogram: 3 0 9 4 3 3 5 1 3 1
Nghost:        4112.09 ave        4120 max        4103 min
Histogram: 1 5 0 2 5 4 2 8 4 1
Neighs:        53653.3 ave       60678 max       48157 min
Histogram: 3 2 7 4 3 4 4 1 3 1

Total # of neighbors = 1716907
Ave neighs/atom = 858.4535
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-11)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2490 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2490 2490 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 83.11 | 83.27 | 83.42 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    250000   2489.7536     -186621.23      14835.543     -171785.69      23461.141     -548.44182      0.15721034   
    250100   2478.1222     -186501.34      14766.236     -171735.11      23454.965     -228.57704      0.15246811   
    250200   2453.0529     -186821.93      14616.857     -172205.07      23481.561     -1717.0874      0.14667338   
    250300   2419.482      -186252.89      14416.82      -171836.07      23454.241     -256.46737      0.14852724   
    250400   2474.1928     -187255.84      14742.822     -172513.01      23422.272      766.19962      0.14029363   
    250500   2482.2073     -187053.13      14790.578     -172262.55      23408.155      1216.9631      0.14248535   
    250600   2520.7836     -187409.51      15020.44      -172389.07      23447.434     -1174.6352      0.13778481   
    250700   2538.287      -186534.88      15124.737     -171410.15      23448.482      712.67134      0.15479863   
    250800   2499.6961     -186727.66      14894.787     -171832.87      23455.976      323.64428      0.15696031   
    250900   2522.2052     -186668.48      15028.911     -171639.57      23491.898     -960.51045      0.15690757   
    251000   2559.3204     -186508.16      15250.067     -171258.09      23437.607      1518.7183      0.15611777   
    251100   2554.9293     -186270.11      15223.902     -171046.21      23495.488     -2297.2522      0.15409679   
    251200   2383.911      -185882.78      14204.866     -171677.92      23408.674      1974.3839      0.16192077   
    251300   2527.4359     -186650.13      15060.079     -171590.05      23490.084     -1086.4019      0.15565177   
    251400   2536.2238     -186972.85      15112.443     -171860.41      23400.167      1271.7474      0.157658     
    251500   2504.6691     -186667.97      14924.419     -171743.55      23452.544     -1106.9983      0.15726383   
    251600   2486.2104     -186928.27      14814.431     -172113.84      23438.546     -169.83694      0.13951633   
    251700   2571.3532     -187758.28      15321.766     -172436.52      23399.611      1368.626       0.13681516   
    251800   2445.4674     -186857.2       14571.658     -172285.55      23476.831     -2166.5282      0.14746992   
    251900   2469.5958     -186802.45      14715.43      -172087.02      23400.306      1931.0321      0.14961792   
    252000   2467.0965     -186828.46      14700.538     -172127.92      23465.783     -1547.278       0.14779914   
Loop time of 169.456 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.020 ns/day, 23.536 hours/ns, 11.802 timesteps/s, 23.605 katom-step/s
99.6% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 162.24     | 165.47     | 167.58     |  10.4 | 97.65
Neigh   | 0.060286   | 0.060929   | 0.061564   |   0.1 |  0.04
Comm    | 1.584      | 3.6892     | 6.9308     |  70.0 |  2.18
Output  | 0.0049262  | 0.0049544  | 0.0052658  |   0.1 |  0.00
Modify  | 0.11138    | 0.12389    | 0.13544    |   1.9 |  0.07
Other   |            | 0.1025     |            |       |  0.06

Nlocal:           62.5 ave          70 max          54 min
Histogram: 1 1 3 10 1 3 4 1 5 3
Nghost:        4111.69 ave        4120 max        4103 min
Histogram: 2 4 4 0 6 3 2 7 2 2
Neighs:        53619.4 ave       60083 max       46480 min
Histogram: 1 0 4 10 3 1 4 2 4 3

Total # of neighbors = 1715820
Ave neighs/atom = 857.91
Neighbor list builds = 3
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-12)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2480 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2480 2480 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.56 | 82.86 | 83.12 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    252000   2467.0965     -186828.46      14700.538     -172127.92      23465.783     -1547.278       0.14779914   
    252100   2487.1917     -187275.55      14820.278     -172455.27      23378.321      1519.6622      0.14311738   
    252200   2479.881      -187529.77      14776.716     -172753.06      23451.6       -1025.7239      0.14552563   
    252300   2554.9984     -187155.72      15224.314     -171931.41      23400.974      2346.6533      0.14232805   
    252400   2447.4194     -186997.62      14583.29      -172414.33      23469.433     -2463.2999      0.14666861   
    252500   2471.9182     -186917.37      14729.269     -172188.1       23396.218      2073.9173      0.1433543    
    252600   2499.5513     -187140.36      14893.925     -172246.43      23469.058     -1434.138       0.14173007   
    252700   2434.7167     -187400.6       14507.599     -172893         23417.722      209.90813      0.13755679   
    252800   2450.4764     -187144.19      14601.505     -172542.68      23460.214     -753.15035      0.14301729   
    252900   2405.3633     -187252.33      14332.692     -172919.64      23371.085      3291.3954      0.14700026   
    253000   2464.1889     -187405.29      14683.213     -172722.07      23449.319     -1495.8251      0.13954628   
    253100   2410.6684     -187050.17      14364.303     -172685.87      23411.485      819.42261      0.14377521   
    253200   2530.9429     -187132.03      15080.976     -172051.05      23491.374     -1588.463       0.15081508   
    253300   2484.7391     -186545.15      14805.664     -171739.48      23440.804      1426.8258      0.15910169   
    253400   2522.7448     -187146.28      15032.126     -172114.15      23456.071     -1064.8682      0.15424712   
    253500   2523.202      -186880.15      15034.851     -171845.3       23431.26       712.12064      0.15041266   
    253600   2547.4692     -187296.85      15179.45      -172117.4       23415.413      1647.3906      0.14600735   
    253700   2509.8277     -187253.98      14955.158     -172298.82      23447.585     -1146.512       0.14694679   
    253800   2488.7345     -187157.43      14829.471     -172327.96      23376.213      3112.0243      0.14965671   
    253900   2499.2821     -187267.41      14892.32      -172375.09      23438.9       -953.61841      0.14389331   
    254000   2517.6798     -187259.4       15001.946     -172257.46      23437.308      51.886978      0.1387638    
Loop time of 169.239 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.021 ns/day, 23.505 hours/ns, 11.818 timesteps/s, 23.635 katom-step/s
99.7% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 160.92     | 165.14     | 167.54     |  12.5 | 97.58
Neigh   | 0.019883   | 0.020164   | 0.020758   |   0.1 |  0.01
Comm    | 1.45       | 3.8524     | 8.0877     |  81.7 |  2.28
Output  | 0.0049212  | 0.0049557  | 0.0052959  |   0.1 |  0.00
Modify  | 0.10553    | 0.1249     | 0.14084    |   3.5 |  0.07
Other   |            | 0.1012     |            |       |  0.06

Nlocal:           62.5 ave          69 max          55 min
Histogram: 5 1 3 3 0 3 5 4 4 4
Nghost:        4107.03 ave        4118 max        4097 min
Histogram: 2 6 2 3 5 4 3 1 3 3
Neighs:          53634 ave       59105 max       47341 min
Histogram: 5 1 2 4 2 1 6 3 4 4

Total # of neighbors = 1716287
Ave neighs/atom = 858.1435
Neighbor list builds = 1
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-13)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2470 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2470 2470 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.96 | 83.1 | 83.27 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    254000   2517.6798     -187259.4       15001.946     -172257.46      23437.308      51.886978      0.1387638    
    254100   2418.4357     -187557.22      14410.586     -173146.64      23385.302      435.33085      0.14139368   
    254200   2466.8007     -188120.5       14698.775     -173421.73      23417.805     -8.1028933      0.13314724   
    254300   2414.1349     -186772.97      14384.959     -172388.01      23381.209      3508.2985      0.14754171   
    254400   2436.5311     -187244.98      14518.41      -172726.57      23475.775     -2910.9028      0.14973077   
    254500   2440.5266     -187053.45      14542.218     -172511.23      23368.443      2426.2518      0.14396795   
    254600   2427.687      -187079.29      14465.711     -172613.58      23516.137     -5066.924       0.1445827    
    254700   2565.3239     -187343.7       15285.84      -172057.86      23347.297      4317.1262      0.14678317   
    254800   2548.1491     -186975.32      15183.501     -171791.82      23530.798     -3504.3481      0.15157898   
    254900   2473.5053     -186509.3       14738.726     -171770.57      23364.007      3469.2936      0.15880244   
    255000   2467.012      -186437.71      14700.034     -171737.68      23446.409     -1668.7595      0.15590187   
    255100   2460.7724     -187077.35      14662.855     -172414.5       23421.378     -274.2731       0.15434691   
    255200   2449.2506     -186887.05      14594.201     -172292.85      23398.594      913.12551      0.1598346    
    255300   2406.4269     -187327.23      14339.03      -172988.2       23463.31      -2400.5164      0.14616028   
    255400   2471.655      -186971.42      14727.7       -172243.72      23423.21       748.16449      0.1485864    
    255500   2491.3169     -187212.48      14844.859     -172367.62      23447.793     -464.60566      0.1434366    
    255600   2510.7159     -187123.19      14960.451     -172162.74      23446.935      267.80544      0.1436107    
    255700   2460.1443     -186864.35      14659.112     -172205.24      23428.036     -20.88738       0.14671835   
    255800   2455.5882     -187194.21      14631.964     -172562.25      23433.304     -372.86983      0.14315959   
    255900   2477.2495     -187614.65      14761.036     -172853.62      23386.349      871.80211      0.14474884   
    256000   2442.9699     -187187.07      14556.776     -172630.3       23420.509      208.46693      0.14500096   
Loop time of 169.258 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.021 ns/day, 23.508 hours/ns, 11.816 timesteps/s, 23.633 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 160.61     | 164.91     | 167.5      |  14.1 | 97.43
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.5326     | 4.1219     | 8.459      |  89.6 |  2.44
Output  | 0.0048648  | 0.004894   | 0.0052304  |   0.1 |  0.00
Modify  | 0.10293    | 0.12371    | 0.14991    |   3.7 |  0.07
Other   |            | 0.0989     |            |       |  0.06

Nlocal:           62.5 ave          70 max          55 min
Histogram: 2 3 4 1 7 3 2 2 7 1
Nghost:        4110.09 ave        4119 max        4098 min
Histogram: 2 0 2 7 0 4 5 5 3 4
Neighs:        53618.7 ave       60217 max       47128 min
Histogram: 2 5 2 7 1 3 2 2 7 1

Total # of neighbors = 1715798
Ave neighs/atom = 857.899
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-14)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2460 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2460 2460 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.67 | 82.79 | 82.88 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    256000   2442.9699     -187187.07      14556.776     -172630.3       23420.509      208.46693      0.14500096   
    256100   2431.2612     -187076.25      14487.009     -172589.24      23436.967      112.30464      0.14258504   
    256200   2473.2895     -186917.63      14737.44      -172180.19      23402.477      1746.2739      0.14354176   
    256300   2469.4099     -187164.51      14714.323     -172450.19      23460.565     -2451.0867      0.13515846   
    256400   2495.9111     -187387.03      14872.234     -172514.8       23397.045      1352.8368      0.14148406   
    256500   2409.5651     -187228.57      14357.729     -172870.84      23464.888     -1384.8325      0.13642256   
    256600   2489.9717     -187960.23      14836.843     -173123.38      23316.178      6020.7549      0.13001735   
    256700   2461.153      -187288.88      14665.123     -172623.76      23512.922     -4946.138       0.1360932    
    256800   2490.6163     -186663.74      14840.684     -171823.06      23350.392      4478.0377      0.15459723   
    256900   2568.9747     -187449.72      15307.593     -172142.13      23506.416     -2966.3513      0.15226823   
    257000   2502.921      -187448.18      14914.003     -172534.17      23330.855      4698.6859      0.14396653   
    257100   2385.291      -186525.51      14213.089     -172312.42      23530.255     -5638.4941      0.15154865   
    257200   2437.661      -187323.53      14525.143     -172798.38      23377.444      1523.6819      0.14090888   
    257300   2416.5208     -186971.52      14399.176     -172572.35      23471.68      -3429.9679      0.14285116   
    257400   2486.1538     -187292.81      14814.094     -172478.72      23372.7        2260.1195      0.14915811   
    257500   2476.4094     -187477.06      14756.03      -172721.03      23455.365     -1924.921       0.14517638   
    257600   2418.0691     -187146.28      14408.401     -172737.88      23422.792     -279.53708      0.14447336   
    257700   2491.1265     -187078.83      14843.724     -172235.11      23448.807     -5.2224492      0.14681367   
    257800   2389.7499     -186679.61      14239.658     -172439.95      23430.446     -163.98073      0.15026429   
    257900   2464.1872     -186911.53      14683.203     -172228.33      23421.953      444.84244      0.14566185   
    258000   2442.9946     -187286.16      14556.924     -172729.23      23415.167     -117.87167      0.14047944   
Loop time of 169.464 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.020 ns/day, 23.537 hours/ns, 11.802 timesteps/s, 23.604 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 161.5      | 165.39     | 167.64     |  12.1 | 97.60
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.584      | 3.8458     | 7.7415     |  79.5 |  2.27
Output  | 0.0046139  | 0.0046447  | 0.0049672  |   0.1 |  0.00
Modify  | 0.10784    | 0.1215     | 0.13075    |   2.0 |  0.07
Other   |            | 0.101      |            |       |  0.06

Nlocal:           62.5 ave          69 max          56 min
Histogram: 4 1 2 3 5 4 6 4 1 2
Nghost:        4111.25 ave        4120 max        4104 min
Histogram: 2 5 2 6 4 4 4 1 2 2
Neighs:        53655.9 ave       58867 max       48184 min
Histogram: 4 1 2 2 6 4 4 6 1 2

Total # of neighbors = 1716989
Ave neighs/atom = 858.4945
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-15)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2450 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2450 2450 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.72 | 82.97 | 83.23 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    258000   2442.9946     -187286.16      14556.924     -172729.23      23415.167     -117.87167      0.14047944   
    258100   2383.2597     -186942.51      14200.985     -172741.52      23409.335     -591.17216      0.1458263    
    258200   2419          -187525.3       14413.949     -173111.35      23380.153      1020.8076      0.1451711    
    258300   2419.1713     -187076.78      14414.969     -172661.81      23487.306     -2442.9362      0.1419683    
    258400   2463.8636     -187875.08      14681.275     -173193.81      23370.001      819.84145      0.13606554   
    258500   2448.7279     -187581.09      14591.086     -172990         23444.713      423.28774      0.13332852   
    258600   2473.3391     -187184.46      14737.735     -172446.73      23401.616      2187.2308      0.1423009    
    258700   2498.4208     -187098.68      14887.188     -172211.49      23454.831     -699.53656      0.14567603   
    258800   2550.0396     -187279.63      15194.766     -172084.87      23410.137      2812.724       0.14212748   
    258900   2451.7064     -187217.44      14608.834     -172608.61      23453.769     -742.98189      0.14628963   
    259000   2534.223      -187512.19      15100.521     -172411.67      23382.365      2280.4355      0.13614021   
    259100   2443.6831     -186901.73      14561.026     -172340.71      23505.849     -4424.4443      0.14287328   
    259200   2454.9732     -186972.97      14628.3       -172344.67      23362.829      3910.4668      0.14237411   
    259300   2443.7223     -187216.56      14561.26      -172655.3       23508.555     -3962.365       0.14157983   
    259400   2386.2452     -187183.05      14218.774     -172964.28      23372.946      3832.9528      0.13823561   
    259500   2364.4123     -186974.86      14088.68      -172886.18      23467.558     -3113.4602      0.1510788    
    259600   2449.2283     -187720.72      14594.068     -173126.65      23424.906      1310.1211      0.14235146   
    259700   2504.746      -187544.28      14924.878     -172619.41      23424.88      -192.72231      0.14057727   
    259800   2413.1175     -187281.07      14378.897     -172902.17      23451.792     -741.06016      0.14051136   
    259900   2397.387      -187466.97      14285.164     -173181.81      23372.485      1193.1203      0.14149809   
    260000   2380.9733     -187595.05      14187.361     -173407.68      23463.338     -3494.9854      0.14157309   
Loop time of 169.39 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.020 ns/day, 23.526 hours/ns, 11.807 timesteps/s, 23.614 katom-step/s
99.7% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 161.36     | 165.13     | 167.72     |  13.6 | 97.48
Neigh   | 0.020011   | 0.020299   | 0.021114   |   0.2 |  0.01
Comm    | 1.4175     | 4.0192     | 7.7716     |  87.1 |  2.37
Output  | 0.0048856  | 0.0049247  | 0.0052616  |   0.1 |  0.00
Modify  | 0.11091    | 0.12094    | 0.13755    |   2.2 |  0.07
Other   |            | 0.09849    |            |       |  0.06

Nlocal:           62.5 ave          69 max          57 min
